"","Chromosome","ChromStart","ChromEnd","Band","Stain","genes"
"4076","chr1",4323831,4324504,"p2","gpos100","gldA"
"4077","chr1",4324504,4327011,"p2","gpos50","talC"
"4078","chr1",4327301,4328393,"p3","gpos50","ptsA"
"4079","chr1",4328396,4328728,"p6","gpos75","frwC"
"4080","chr1",4328815,4331076,"p4","gpos50","frwB"
"4081","chr1",4331077,4331957,"p7","gpos75","pflD"
"4082","chr1",4331958,4332309,"p5","gpos25","pflC"
"4083","chr1",4332310,4333173,"p2","gpos50","frwD"
"4084","chr1",4333322,4335067,"p1","gpos50","yijO"
"4085","chr1",4335266,4337927,"p10","gpos50","yijP"
"4086","chr1",4338286,4339437,"p5","gpos75","ppc"
"4087","chr1",4339438,4340528,"p3","gpos50","argE"
"4088","chr1",4340529,4341314,"p8","gpos25","argC"
"4089","chr1",4341419,4342808,"p7","gpos100","argB"
"4090","chr1",4343021,4343992,"p7","gpos100","argH"
"4091","chr1",4343993,4345408,"p8","gpos75","oxyR"
"4092","chr1",4345577,4346227,"p8","gpos100","udhA"
"4093","chr1",4346232,4346602,"p2","gpos50","yijC"
"4094","chr1",4346649,4347894,"p6","gpos75","yijD"
"4095","chr1",4348109,4349911,"p2","gpos100","trmA"
"4096","chr1",4349912,4350763,"p6","gpos25","btuB"
"4097","chr1",4351143,4352686,"p6","gpos25","murI"
"4098","chr1",4352754,4352827,"p8","gpos25","rrsB"
"4099","chr1",4352942,4353014,"p4","gpos100","ileU"
"4100","chr1",4353200,4356193,"p6","gpos100","STM4134"
"4101","chr1",4356386,4356506,"p9","gpos75","rrlB"
"4102","chr1",4356672,4357695,"p9","gpos25","rrfB"
"4103","chr1",4357696,4358672,"p5","gpos25","murB"
"4104","chr1",4358707,4359670,"p2","gpos100","birA"
"4105","chr1",4359866,4360039,"p10","gpos50","coaA"
"4106","chr1",4360059,4360131,"p6","gpos75","STM4141"
"4107","chr1",4360143,4360224,"p4","gpos50","thrU"
"4108","chr1",4360344,4360415,"p5","gpos25","tyrU"
"4109","chr1",4360425,4360497,"p7","gpos100","glyT"
"4110","chr1",4360604,4361800,"p4","gpos75","thrT"
"4111","chr1",4362019,4362403,"p2","gpos50","tufB"
"4112","chr1",4362404,4362960,"p5","gpos100","secE"
"4113","chr1",4363106,4363534,"p5","gpos25","nusG"
"4114","chr1",4363535,4364254,"p2","gpos25","rplK"
"4115","chr1",4364660,4365171,"p9","gpos50","rplA"
"4116","chr1",4365224,4365603,"p10","gpos100","rplJ"
"4117","chr1",4365911,4369949,"p7","gpos50","rplL"
"4118","chr1",4370012,4374249,"p6","gpos100","rpoB"
"4119","chr1",4374291,4374614,"p8","gpos100","rpoC"
"4120","chr1",4374620,4374969,"p9","gpos75","STM4155"
"4121","chr1",4375357,4376373,"p8","gpos50","STM4156"
"4122","chr1",4376696,4376884,"p2","gpos100","STM4157"
"4123","chr1",4377035,4378164,"p1","gpos50","STM4158"
"4124","chr1",4378165,4378936,"p10","gpos50","thiH"
"4125","chr1",4378937,4379117,"p5","gpos75","thiG"
"4126","chr1",4379118,4379868,"p1","gpos100","STM4161"
"4127","chr1",4379869,4380503,"p8","gpos25","thiF"
"4128","chr1",4380504,4382411,"p1","gpos50","thiE"
"4129","chr1",4382763,4383263,"p7","gpos100","thiC"
"4130","chr1",4383327,4384117,"p2","gpos100","rsd"
"4131","chr1",4384145,4385220,"p8","gpos75","yjaD"
"4132","chr1",4385221,4385903,"p9","gpos100","hemE"
"4133","chr1",4385945,4386535,"p3","gpos25","nfi"
"4134","chr1",4386711,4386994,"p10","gpos100","yjaG"
"4135","chr1",4387006,4387698,"p2","gpos50","hupA"
"4136","chr1",4387740,4388209,"p9","gpos75","yjaH"
"4137","chr1",4388437,4389837,"p3","gpos50","zraP"
"4138","chr1",4389838,4391173,"p2","gpos50","hydH"
"4139","chr1",4391174,4392475,"p6","gpos100","hydG"
"4140","chr1",4392475,4394201,"p3","gpos100","purD"
"4141","chr1",4394688,4396232,"p7","gpos100","purH"
"4142","chr1",4396316,4396388,"p10","gpos100","rrsE"
"4143","chr1",4396624,4399617,"p1","gpos25","gltV"
"4144","chr1",4399810,4399931,"p2","gpos75","rrlE"
"4145","chr1",4400260,4400665,"p3","gpos50","rrfE"
"4146","chr1",4400666,4401783,"p2","gpos50","yjaB"
"4147","chr1",4401864,4403653,"p6","gpos75","metA"
"4148","chr1",4403670,4404989,"p5","gpos75","aceB"
"4149","chr1",4405080,4406805,"p8","gpos25","aceA"
"4150","chr1",4406806,4407217,"p7","gpos100","aceK"
"4151","chr1",4407224,4408060,"p6","gpos25","STM4186"
"4152","chr1",4408069,4412035,"p5","gpos75","iclR"
"4153","chr1",4412285,4413933,"p7","gpos25","metH"
"4154","chr1",4414009,4414712,"p9","gpos75","yjbB"
"4155","chr1",4414770,4414871,"p5","gpos50","pepE"
"4156","chr1",4414899,4415445,"p1","gpos100","STM4191"
"4157","chr1",4415480,4416357,"p10","gpos50","STM4192"
"4158","chr1",4416358,4416642,"p9","gpos50","yjbC"
"4159","chr1",4416728,4417676,"p5","gpos50","yjbD"
"4160","chr1",4417931,4418664,"p2","gpos50","STM4195"
"4161","chr1",4418856,4419153,"p3","gpos50","STM4196"
"4162","chr1",4419395,4419846,"p3","gpos50","STM4197"
"4163","chr1",4419847,4420457,"p7","gpos25","STM4198"
"4164","chr1",4420457,4422204,"p6","gpos100","STM4199"
"4165","chr1",4422205,4422829,"p2","gpos25","STM4200"
"4166","chr1",4422830,4423935,"p9","gpos75","STM4201"
"4167","chr1",4423936,4424301,"p9","gpos75","STM4202"
"4168","chr1",4424459,4426005,"p5","gpos100","STM4203"
"4169","chr1",4426006,4426931,"p1","gpos100","STM4204"
"4170","chr1",4426932,4427294,"p8","gpos50","STM4205"
"4171","chr1",4427622,4428351,"p9","gpos75","STM4206"
"4172","chr1",4428354,4429384,"p8","gpos25","STM4207"
"4173","chr1",4429385,4429593,"p5","gpos50","STM4208"
"4174","chr1",4429594,4430546,"p3","gpos75","STM4209"
"4175","chr1",4430547,4432901,"p9","gpos75","STM4210"
"4176","chr1",4433455,4433978,"p4","gpos50","STM4211"
"4177","chr1",4433979,4435395,"p7","gpos50","STM4212"
"4178","chr1",4435396,4435589,"p4","gpos100","STM4213"
"4179","chr1",4435590,4436052,"p7","gpos100","STM4214"
"4180","chr1",4436205,4436525,"p10","gpos25","STM4215"
"4181","chr1",4436532,4437139,"p10","gpos100","STM4216"
"4182","chr1",4437140,4437435,"p6","gpos75","STM4217"
"4183","chr1",4438143,4438350,"p10","gpos100","STM4218"
"4184","chr1",4438483,4439841,"p8","gpos100","STM4219"
"4185","chr1",4440161,4441826,"p2","gpos75","lysC"
"4186","chr1",4442257,4442512,"p5","gpos50","pgi"
"4187","chr1",4442546,4443196,"p4","gpos100","yjbE"
"4188","chr1",4443197,4443939,"p9","gpos25","yjbF"
"4189","chr1",4443940,4446044,"p4","gpos50","yjbG"
"4190","chr1",4446175,4446597,"p9","gpos50","yjbH"
"4191","chr1",4446763,4447667,"p5","gpos25","yjbA"
"4192","chr1",4447668,4449225,"p6","gpos50","malG"
"4193","chr1",4449344,4450603,"p8","gpos25","malF"
"4194","chr1",4450883,4452005,"p10","gpos75","malE"
"4195","chr1",4452083,4453452,"p7","gpos25","malK"
"4196","chr1",4453604,4454533,"p8","gpos100","lamB"
"4197","chr1",4454700,4455211,"p4","gpos75","malM"
"4198","chr1",4455212,4456097,"p5","gpos25","ubiC"
"4199","chr1",4456196,4458633,"p5","gpos50","ubiA"
"4200","chr1",4458775,4459155,"p3","gpos100","plsB"
"4201","chr1",4459198,4459872,"p4","gpos50","dgkA"
"4202","chr1",4460038,4461372,"p2","gpos25","lexA"
"4203","chr1",4461373,4461486,"p10","gpos100","dinF"
"4204","chr1",4461496,4461717,"p8","gpos50","STM4239"
"4205","chr1",4461816,4462341,"p6","gpos75","yjbJ"
"4206","chr1",4462574,4463888,"p8","gpos25","zur"
"4207","chr1",4463976,4464974,"p6","gpos100","STM4242"
"4208","chr1",4465129,4465384,"p9","gpos100","yjbN"
"4209","chr1",4465559,4466550,"p8","gpos50","yjbO"
"4210","chr1",4466589,4468022,"p10","gpos50","qor"
"4211","chr1",4468043,4469133,"p8","gpos75","dnaB"
"4212","chr1",4469271,4470512,"p9","gpos75","alr"
"4213","chr1",4470688,4471412,"p10","gpos25","tyrB"
"4214","chr1",4471529,4471946,"p9","gpos75","aphA"
"4215","chr1",4471947,4472316,"p3","gpos50","yjbQ"
"4216","chr1",4472317,4472641,"p6","gpos50","yjbR"
"4217","chr1",4472642,4473100,"p3","gpos75","STM4252"
"4218","chr1",4473229,4476018,"p5","gpos25","STM4253"
"4219","chr1",4476019,4476135,"p9","gpos50","uvrA"
"4220","chr1",4476202,4476832,"p7","gpos25","STM4255"
"4221","chr1",4477865,4478495,"p1","gpos50","ssb"
"4222","chr1",4478496,4479872,"p5","gpos100","STM4257"
"4223","chr1",4479873,4481195,"p4","gpos25","STM4258"
"4224","chr1",4481196,4482473,"p2","gpos25","STM4259"
"4225","chr1",4482490,4499169,"p4","gpos25","STM4260"
"4226","chr1",4499202,4501275,"p1","gpos50","STM4261"
"4227","chr1",4501553,4501847,"p6","gpos75","STM4262"
"4228","chr1",4502379,4503985,"p2","gpos25","yjcB"
"4229","chr1",4503986,4504333,"p6","gpos75","yjcC"
"4230","chr1",4504334,4504854,"p8","gpos50","soxS"
"4231","chr1",4505139,4505815,"p10","gpos25","soxR"
"4232","chr1",4506147,4507511,"p4","gpos75","STM4267"
"4233","chr1",4507651,4509307,"p7","gpos75","yjcD"
"4234","chr1",4509402,4510296,"p5","gpos100","yjcE"
"4235","chr1",4510386,4510789,"p5","gpos50","STM4270"
"4236","chr1",4510790,4511485,"p3","gpos100","STM4271"
"4237","chr1",4511524,4513169,"p3","gpos100","STM4272"
"4238","chr1",4513170,4513499,"p2","gpos25","yjcG"
"4239","chr1",4513730,4515703,"p9","gpos100","yjcH"
"4240","chr1",4515875,4515927,"p8","gpos100","acs"
"4241","chr1",4515928,4517556,"p8","gpos25","STM4276"
"4242","chr1",4517581,4518219,"p2","gpos75","nrfA"
"4243","chr1",4518220,4518887,"p6","gpos50","nrfB"
"4244","chr1",4518888,4519831,"p7","gpos50","nrfC"
"4245","chr1",4519832,4522050,"p3","gpos75","nrfD"
"4246","chr1",4522051,4522687,"p1","gpos50","nrfE"
"4247","chr1",4523016,4524342,"p1","gpos25","nrfG"
"4248","chr1",4524500,4525189,"p10","gpos100","gltP"
"4249","chr1",4525366,4527520,"p3","gpos100","yjcO"
"4250","chr1",4527868,4528782,"p1","gpos25","fdhF"
"4251","chr1",4529034,4529512,"p9","gpos100","lpxO"
"4252","chr1",4529620,4530075,"p6","gpos100","phnO"
"4253","chr1",4530183,4530530,"p2","gpos50","phnB"
"4254","chr1",4530938,4532488,"p9","gpos100","phnA"
"4255","chr1",4532655,4533725,"p3","gpos25","proP"
"4256","chr1",4533735,4534399,"p8","gpos75","basS"
"4257","chr1",4534400,4536057,"p2","gpos50","basR"
"4258","chr1",4536177,4537528,"p1","gpos100","yjdB"
"4259","chr1",4537654,4538428,"p1","gpos100","yjdE"
"4260","chr1",4538713,4540994,"p1","gpos50","adiY"
"4261","chr1",4541213,4542207,"p2","gpos25","adi"
"4262","chr1",4542282,4543769,"p7","gpos25","melR"
"4263","chr1",4543843,4545283,"p6","gpos100","melA"
"4264","chr1",4545381,4547067,"p6","gpos100","melB"
"4265","chr1",4547123,4548477,"p1","gpos25","fumB"
"4266","chr1",4548610,4548882,"p7","gpos75","dcuB"
"4267","chr1",4549193,4549908,"p7","gpos50","STM4302"
"4268","chr1",4549909,4551550,"p7","gpos75","dcuR"
"4269","chr1",4551969,4554325,"p6","gpos25","dcuS"
"4270","chr1",4554332,4554950,"p2","gpos75","STM4305"
"4271","chr1",4554951,4555731,"p5","gpos100","STM4306"
"4272","chr1",4555742,4556400,"p7","gpos100","STM4307"
"4273","chr1",4556484,4557888,"p8","gpos75","STM4308"
"4274","chr1",4558188,4559093,"p9","gpos75","STM4309"
"4275","chr1",4559426,4559890,"p8","gpos75","STM4310"
"4276","chr1",4560099,4560368,"p8","gpos75","tnpA_6"
"4277","chr1",4560376,4560595,"p8","gpos25","STM4312"
"4278","chr1",4560614,4560897,"p5","gpos25","STM4313"
"4279","chr1",4560898,4561780,"p6","gpos50","STM4314"
"4280","chr1",4562038,4562259,"p7","gpos25","STM4315"
"4281","chr1",4562569,4562857,"p6","gpos50","STM4316"
"4282","chr1",4562858,4563357,"p7","gpos50","STM4317"
"4283","chr1",4563605,4564364,"p3","gpos100","STM4318"
"4284","chr1",4565566,4565943,"p6","gpos25","phoN"
"4285","chr1",4566008,4566347,"p3","gpos25","EthD"
"4286","chr1",4566593,4566665,"p9","gpos75","STM4320"
"4287","chr1",4566786,4567373,"p1","gpos50","pheR"
"4288","chr1",4567398,4569076,"p8","gpos50","yjdC"
"4289","chr1",4569077,4569433,"p4","gpos100","dsbD"
"4290","chr1",4569545,4570859,"p5","gpos25","cutA"
"4291","chr1",4570961,4572466,"p7","gpos50","dcuA"
"4292","chr1",4572699,4573214,"p7","gpos100","aspA"
"4293","chr1",4573273,4574529,"p6","gpos25","fxsA"
"4294","chr1",4574776,4575083,"p2","gpos75","yjeH"
"4295","chr1",4575113,4576773,"p1","gpos75","mopB"
"4296","chr1",4577017,4577370,"p10","gpos25","mopA"
"4297","chr1",4577418,4578288,"p2","gpos75","yjeI"
"4298","chr1",4578557,4579604,"p1","gpos25","yjeJ"
"4299","chr1",4579617,4580192,"p1","gpos25","yjeK"
"4300","chr1",4580253,4580387,"p2","gpos75","efp"
"4301","chr1",4580488,4580641,"p10","gpos75","ecnA"
"4302","chr1",4580672,4581263,"p1","gpos100","ecnB"
"4303","chr1",4581504,4581833,"p5","gpos50","ecnR"
"4304","chr1",4581850,4582396,"p7","gpos75","sugE"
"4305","chr1",4582495,4582864,"p8","gpos50","blc"
"4306","chr1",4582865,4583270,"p9","gpos100","frdD"
"4307","chr1",4583271,4583997,"p10","gpos50","frdC"
"4308","chr1",4583998,4585927,"p8","gpos50","frdB"
"4309","chr1",4586097,4587088,"p7","gpos50","frdA"
"4310","chr1",4587301,4588816,"p8","gpos25","yjeA"
"4311","chr1",4588855,4589182,"p8","gpos50","yjeM"
"4312","chr1",4589249,4592587,"p8","gpos25","yjeO"
"4313","chr1",4592594,4593574,"p10","gpos100","yjeP"
"4314","chr1",4593654,4594730,"p2","gpos75","psd"
"4315","chr1",4594801,4595358,"p7","gpos50","yjeQ"
"4316","chr1",4595420,4596166,"p9","gpos75","orn"
"4317","chr1",4596428,4596500,"p4","gpos25","STM4351"
"4318","chr1",4596660,4596732,"p5","gpos100","glyV"
"4319","chr1",4596892,4596964,"p7","gpos100","glyX"
"4320","chr1",4597245,4598213,"p10","gpos50","glyY"
"4321","chr1",4598214,4599901,"p10","gpos75","yjeS"
"4322","chr1",4599902,4600363,"p1","gpos75","yjeF"
"4323","chr1",4600369,4601697,"p7","gpos50","yjeE"
"4324","chr1",4601698,4603550,"p6","gpos25","amiB"
"4325","chr1",4603551,4604508,"p10","gpos25","mutL"
"4326","chr1",4604579,4604899,"p2","gpos75","miaA"
"4327","chr1",4604959,4606251,"p3","gpos25","hfq"
"4328","chr1",4606453,4607713,"p8","gpos75","hflX"
"4329","chr1",4607714,4608732,"p5","gpos50","hflK"
"4330","chr1",4608800,4609008,"p9","gpos100","hflC"
"4331","chr1",4609047,4610409,"p7","gpos50","yjeT"
"4332","chr1",4610607,4611041,"p3","gpos75","purA"
"4333","chr1",4611068,4613517,"p5","gpos25","yjeB"
"4334","chr1",4613595,4614339,"p10","gpos25","vacB"
"4335","chr1",4614460,4614875,"p10","gpos100","yjfH"
"4336","chr1",4614878,4615581,"p9","gpos100","yjfI"
"4337","chr1",4615582,4616622,"p1","gpos75","yjfJ"
"4338","chr1",4616623,4617314,"p4","gpos100","STM4372"
"4339","chr1",4617322,4617730,"p10","gpos50","yjfK"
"4340","chr1",4617730,4618365,"p10","gpos75","yjfL"
"4341","chr1",4618366,4619518,"p6","gpos75","yjfM"
"4342","chr1",4619519,4621251,"p4","gpos100","yjfC"
"4343","chr1",4621296,4621629,"p10","gpos75","aidB"
"4344","chr1",4621702,4622044,"p4","gpos25","yjfN"
"4345","chr1",4622203,4622960,"p4","gpos25","yjfO"
"4346","chr1",4622961,4623728,"p2","gpos100","yjfP"
"4347","chr1",4623821,4624897,"p7","gpos25","yjfQ"
"4348","chr1",4625215,4626645,"p7","gpos25","yjfR"
"4349","chr1",4626647,4626964,"p4","gpos100","sgaT"
"4350","chr1",4626965,4627440,"p6","gpos100","sgaB"
"4351","chr1",4627442,4628102,"p3","gpos25","ptxA"
"4352","chr1",4628103,4628953,"p9","gpos50","sgaH"
"4353","chr1",4628954,4629654,"p9","gpos75","sgaU"
"4354","chr1",4629783,4630071,"p5","gpos50","sgaE"
"4355","chr1",4630248,4630458,"p10","gpos50","yjfY"
"4356","chr1",4630516,4630913,"p7","gpos100","STM4390"
"4357","chr1",4630914,4631234,"p6","gpos25","rpsF"
"4358","chr1",4631235,4631477,"p10","gpos25","priB"
"4359","chr1",4631507,4631968,"p5","gpos100","rpsR"
"4360","chr1",4632105,4633042,"p6","gpos100","rplI"
"4361","chr1",4633092,4633740,"p10","gpos50","yifZ"
"4362","chr1",4633886,4634567,"p2","gpos25","ytfB"
"4363","chr1",4634850,4636272,"p10","gpos50","fklB"
"4364","chr1",4636384,4637058,"p10","gpos50","cycA"
"4365","chr1",4637149,4638126,"p2","gpos100","ytfE"
"4366","chr1",4638195,4639055,"p5","gpos50","ytfF"
"4367","chr1",4639118,4639517,"p5","gpos100","ytfG"
"4368","chr1",4639575,4641589,"p4","gpos50","ytfH"
"4369","chr1",4641776,4642515,"p4","gpos100","cpdB"
"4370","chr1",4642516,4643084,"p7","gpos100","cysQ"
"4371","chr1",4643321,4643606,"p1","gpos50","ytfJ"
"4372","chr1",4643691,4645045,"p6","gpos25","ytfK"
"4373","chr1",4645217,4645866,"p8","gpos50","ytfL"
"4374","chr1",4646057,4647783,"p7","gpos50","msrA"
"4375","chr1",4647784,4651577,"p5","gpos75","ytfM"
"4376","chr1",4651580,4651924,"p4","gpos75","ytfN"
"4377","chr1",4651978,4653182,"p5","gpos50","ytfP"
"4378","chr1",4653183,4654346,"p10","gpos25","STM4412"
"4379","chr1",4654756,4655298,"p1","gpos100","STM4413"
"4380","chr1",4655513,4656524,"p2","gpos50","ppa"
"4381","chr1",4656672,4658065,"p10","gpos25","fbp"
"4382","chr1",4658556,4659389,"p8","gpos75","mpl"
"4383","chr1",4659440,4660890,"p1","gpos75","STM4417"
"4384","chr1",4661326,4662768,"p10","gpos75","STM4418"
"4385","chr1",4663121,4663938,"p10","gpos75","STM4419"
"4386","chr1",4663955,4665467,"p7","gpos25","STM4420"
"4387","chr1",4665476,4665778,"p8","gpos100","STM4421"
"4388","chr1",4665896,4666725,"p1","gpos75","STM4422"
"4389","chr1",4666985,4667905,"p5","gpos100","STM4423"
"4390","chr1",4667917,4668934,"p6","gpos75","STM4424"
"4391","chr1",4669025,4670366,"p1","gpos25","STM4425"
"4392","chr1",4670367,4671204,"p6","gpos25","srfJ"
"4393","chr1",4671205,4672377,"p10","gpos50","STM4427"
"4394","chr1",4672432,4672433,"p8","gpos100","STM4428"
"4395","chr1",4672432,4673232,"p1","gpos50","STM4430"
"4396","chr1",4674786,4675916,"p9","gpos50","STM4429"
"4397","chr1",4675917,4676726,"p8","gpos25","STM4431"
"4398","chr1",4676901,4677929,"p7","gpos75","STM4432"
"4399","chr1",4677995,4679228,"p2","gpos50","STM4433"
"4400","chr1",4679383,4680204,"p6","gpos50","STM4434"
"4401","chr1",4680252,4681141,"p1","gpos75","STM4435"
"4402","chr1",4681197,4681760,"p4","gpos75","STM4436"
"4403","chr1",4681825,4683196,"p10","gpos75","yjgA"
"4404","chr1",4683282,4683681,"p2","gpos50","pmbA"
"4405","chr1",4683959,4684297,"p9","gpos25","cybC"
"4406","chr1",4684301,4684665,"p2","gpos25","STM4440"
"4407","chr1",4684666,4684972,"p6","gpos25","STM4441"
"4408","chr1",4684990,4685771,"p4","gpos75","STM4442"
"4409","chr1",4685777,4686427,"p8","gpos75","STM4443"
"4410","chr1",4686479,4687596,"p8","gpos100","STM4444"
"4411","chr1",4687597,4688717,"p9","gpos75","STM4445"
"4412","chr1",4688718,4689458,"p8","gpos75","STM4446"
"4413","chr1",4689467,4691388,"p10","gpos75","STM4447"
"4414","chr1",4691455,4691684,"p10","gpos25","STM4448"
"4415","chr1",4691685,4691982,"p1","gpos75","STM4449"
"4416","chr1",4691986,4692463,"p4","gpos100","STM4450"
"4417","chr1",4692571,4694720,"p10","gpos75","nrdG"
"4418","chr1",4695118,4696782,"p8","gpos75","nrdD"
"4419","chr1",4698375,4699397,"p9","gpos50","treC"
"4420","chr1",4699691,4702414,"p8","gpos75","treR"
"4421","chr1",4702530,4702982,"p9","gpos25","mgtA"
"4422","chr1",4703051,4703448,"p3","gpos50","STM4457"
"4423","chr1",4703514,4703987,"p10","gpos50","yjgF"
"4424","chr1",4703988,4704958,"p4","gpos75","pyrI"
"4425","chr1",4704959,4705026,"p3","gpos75","pyrB"
"4426","chr1",4705027,4705149,"p4","gpos50","pyrL"
"4427","chr1",4705150,4705644,"p4","gpos50","yjgG"
"4428","chr1",4705825,4707236,"p10","gpos50","STM4463"
"4429","chr1",4707284,4708294,"p6","gpos75","STM4464"
"4430","chr1",4708400,4709339,"p2","gpos50","STM4465"
"4431","chr1",4709343,4710569,"p2","gpos50","STM4466"
"4432","chr1",4711228,4711691,"p3","gpos100","STM4467"
"4433","chr1",4711765,4712843,"p5","gpos75","yjgK"
"4434","chr1",4712923,4713351,"p4","gpos25","argI"
"4435","chr1",4713363,4714175,"p5","gpos75","yjgD"
"4436","chr1",4714409,4714904,"p6","gpos50","miaE"
"4437","chr1",4715004,4715507,"p3","gpos75","ytgA"
"4438","chr1",4715688,4716889,"p2","gpos75","yjgM"
"4439","chr1",4717031,4719885,"p8","gpos100","yjgN"
"4440","chr1",4719886,4720376,"p9","gpos75","valS"
"4441","chr1",4720466,4721991,"p2","gpos100","holC"
"4442","chr1",4722021,4722140,"p3","gpos50","pepA"
"4443","chr1",4722372,4723458,"p3","gpos50","STM4478"
"4444","chr1",4723459,4724554,"p6","gpos25","yjgP"
"4445","chr1",4724749,4725758,"p4","gpos25","yjgQ"
"4446","chr1",4725811,4727137,"p8","gpos50","idnR"
"4447","chr1",4727192,4727969,"p6","gpos100","idnT"
"4448","chr1",4727981,4729021,"p8","gpos100","idnO"
"4449","chr1",4729218,4729759,"p2","gpos100","idnD"
"4450","chr1",4729787,4730818,"p2","gpos75","idnK"
"4451","chr1",4731014,4731095,"p2","gpos25","yjgB"
"4452","chr1",4731324,4731619,"p6","gpos25","leuX"
"4453","chr1",4731975,4735496,"p4","gpos25","STM4488"
"4454","chr1",4735588,4736582,"p6","gpos25","STM4489"
"4455","chr1",4736695,4738785,"p5","gpos25","STM4490"
"4456","chr1",4738790,4741389,"p3","gpos50","STM4491"
"4457","chr1",4741390,4742188,"p10","gpos100","STM4492"
"4458","chr1",4742189,4743279,"p10","gpos25","STM4493"
"4459","chr1",4743280,4746964,"p4","gpos50","STM4494"
"4460","chr1",4747003,4750644,"p4","gpos25","STM4495"
"4461","chr1",4750656,4751254,"p9","gpos75","STM4496"
"4462","chr1",4751255,4751863,"p2","gpos25","STM4497"
"4463","chr1",4752683,4753414,"p2","gpos75","STM4498"
"4464","chr1",4753959,4755594,"p2","gpos50","yeeN"
"4465","chr1",4755595,4755858,"p8","gpos75","yjhP"
"4466","chr1",4756335,4756949,"p8","gpos100","STM4501"
"4467","chr1",4757456,4758196,"p7","gpos25","STM4502"
"4468","chr1",4758465,4759383,"p5","gpos100","STM4503"
"4469","chr1",4759582,4760045,"p3","gpos100","STM4504"
"4470","chr1",4760046,4760720,"p1","gpos50","STM4505"
"4471","chr1",4761051,4761843,"p8","gpos75","STM4506"
"4472","chr1",4761844,4762864,"p7","gpos75","uxuR"
"4473","chr1",4763572,4764105,"p10","gpos75","trpS2"
"4474","chr1",4764340,4765078,"p1","gpos75","STM4509"
"4475","chr1",4765084,4766006,"p7","gpos50","STM4510"
"4476","chr1",4766111,4767294,"p8","gpos50","yjiE"
"4477","chr1",4767296,4767753,"p5","gpos100","iadA"
"4478","chr1",4767754,4768638,"p4","gpos50","yjiG"
"4479","chr1",4769298,4770492,"p5","gpos75","yjiH"
"4480","chr1",4770702,4771993,"p5","gpos75","yjiJ"
"4481","chr1",4772060,4773317,"p4","gpos100","yjiN"
